filename,relative_path,full_path,keywords_found,keyword_count
20231114_Noyau_org12.tif,20231114_Noyau_org12.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org12.tif,Noyau,1
20231114_Noyau_org13.tif,20231114_Noyau_org13.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org13.tif,Noyau,1
20231114_Noyau_org14.tif,20231114_Noyau_org14.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org14.tif,Noyau,1
20231114_Noyau_org15.tif,20231114_Noyau_org15.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org15.tif,Noyau,1
20231114_Noyau_org16.tif,20231114_Noyau_org16.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org16.tif,Noyau,1
20231114_Noyau_org17.tif,20231114_Noyau_org17.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org17.tif,Noyau,1
20231114_Noyau_org18.tif,20231114_Noyau_org18.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org18.tif,Noyau,1
20231114_Noyau_org19.tif,20231114_Noyau_org19.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org19.tif,Noyau,1
20231114_Noyau_org5.tif,20231114_Noyau_org5.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org5.tif,Noyau,1
20231114_Noyau_org6.tif,20231114_Noyau_org6.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org6.tif,Noyau,1
20231114_Noyau_org7.tif,20231114_Noyau_org7.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org7.tif,Noyau,1
20231114_Noyau_org8.tif,20231114_Noyau_org8.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org8.tif,Noyau,1
20231114_Noyau_org9.tif,20231114_Noyau_org9.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231114_Noyau_org9.tif,Noyau,1
20231207_Noyau_org1.tif,20231207_Noyau_org1.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231207_Noyau_org1.tif,Noyau,1
20231207_Noyau_org2.tif,20231207_Noyau_org2.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231207_Noyau_org2.tif,Noyau,1
20231207_Noyau_org3.tif,20231207_Noyau_org3.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20231207_Noyau_org3.tif,Noyau,1
2024.03.12_PARIS_Noyau_org_10_(8-bits).tif,2024.03.12_PARIS_Noyau_org_10_(8-bits).tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.03.12_PARIS_Noyau_org_10_(8-bits).tif,Paris; Noyau,2
2024.03.12_PARIS_Noyau_org_11_(8-bits).tif,2024.03.12_PARIS_Noyau_org_11_(8-bits).tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.03.12_PARIS_Noyau_org_11_(8-bits).tif,Paris; Noyau,2
2024.03.12_PARIS_Noyau_org_2_(8-bits).tif,2024.03.12_PARIS_Noyau_org_2_(8-bits).tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.03.12_PARIS_Noyau_org_2_(8-bits).tif,Paris; Noyau,2
2024.03.12_PARIS_Noyau_org_3_(8-bits).tif,2024.03.12_PARIS_Noyau_org_3_(8-bits).tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.03.12_PARIS_Noyau_org_3_(8-bits).tif,Paris; Noyau,2
2024.03.12_PARIS_Noyau_org_4_(8-bits).tif,2024.03.12_PARIS_Noyau_org_4_(8-bits).tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.03.12_PARIS_Noyau_org_4_(8-bits).tif,Paris; Noyau,2
2024.03.12_PARIS_Noyau_org_5_(8-bits).tif,2024.03.12_PARIS_Noyau_org_5_(8-bits).tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.03.12_PARIS_Noyau_org_5_(8-bits).tif,Paris; Noyau,2
2024.03.12_PARIS_Noyau_org_6_(8-bits).tif,2024.03.12_PARIS_Noyau_org_6_(8-bits).tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.03.12_PARIS_Noyau_org_6_(8-bits).tif,Paris; Noyau,2
2024.03.12_PARIS_Noyau_org_7_(8-bits).tif,2024.03.12_PARIS_Noyau_org_7_(8-bits).tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.03.12_PARIS_Noyau_org_7_(8-bits).tif,Paris; Noyau,2
2024.03.12_PARIS_Noyau_org_8_(8-bits).tif,2024.03.12_PARIS_Noyau_org_8_(8-bits).tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.03.12_PARIS_Noyau_org_8_(8-bits).tif,Paris; Noyau,2
2024.03.12_PARIS_Noyau_org_9_(8-bits).tif,2024.03.12_PARIS_Noyau_org_9_(8-bits).tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.03.12_PARIS_Noyau_org_9_(8-bits).tif,Paris; Noyau,2
2024.06.26_PARIS_Noyau_Org_10_cystic_J7_20X_8bit.tif,2024.06.26_PARIS_Noyau_Org_10_cystic_J7_20X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.06.26_PARIS_Noyau_Org_10_cystic_J7_20X_8bit.tif,Paris; Noyau,2
2024.06.26_PARIS_Noyau_Org_11_cystic_J7_20X_8bit.tif,2024.06.26_PARIS_Noyau_Org_11_cystic_J7_20X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.06.26_PARIS_Noyau_Org_11_cystic_J7_20X_8bit.tif,Paris; Noyau,2
2024.06.26_PARIS_Noyau_Org_1_cystic_J7_40X_8bit.tif,2024.06.26_PARIS_Noyau_Org_1_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.06.26_PARIS_Noyau_Org_1_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.06.26_PARIS_Noyau_Org_2_cystic_J7_40X_8bit.tif,2024.06.26_PARIS_Noyau_Org_2_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.06.26_PARIS_Noyau_Org_2_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.06.26_PARIS_Noyau_Org_8_cystic_J7_40X_8bit.tif,2024.06.26_PARIS_Noyau_Org_8_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.06.26_PARIS_Noyau_Org_8_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.06.26_PARIS_Noyau_Org_9_cystic_J7_20X_8bit.tif,2024.06.26_PARIS_Noyau_Org_9_cystic_J7_20X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.06.26_PARIS_Noyau_Org_9_cystic_J7_20X_8bit.tif,Paris; Noyau,2
2024.07.18_PARIS_Noyau_Org_1_cystic_J7_40X_8bit.tif,2024.07.18_PARIS_Noyau_Org_1_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.07.18_PARIS_Noyau_Org_1_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.07.18_PARIS_Noyau_Org_2_cystic_J7_40X_8bit.tif,2024.07.18_PARIS_Noyau_Org_2_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.07.18_PARIS_Noyau_Org_2_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.07.18_PARIS_Noyau_Org_3_cystic_J7_40X_8bit.tif,2024.07.18_PARIS_Noyau_Org_3_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.07.18_PARIS_Noyau_Org_3_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.07.18_PARIS_Noyau_Org_8_cystic_J7_40X_8bit.tif,2024.07.18_PARIS_Noyau_Org_8_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.07.18_PARIS_Noyau_Org_8_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.07.24_PARIS_Noyau_Org_1_cystic_J7_40X_8bit.tif,2024.07.24_PARIS_Noyau_Org_1_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.07.24_PARIS_Noyau_Org_1_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.07.24_PARIS_Noyau_Org_3_cystic_J7_40X_8bit.tif,2024.07.24_PARIS_Noyau_Org_3_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.07.24_PARIS_Noyau_Org_3_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.03_PARIS_Noyau_Org_12_cystic_J7_40X_8bit.tif,2024.10.03_PARIS_Noyau_Org_12_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.03_PARIS_Noyau_Org_12_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.03_PARIS_Noyau_Org_13_cystic_J7_40X_8bit.tif,2024.10.03_PARIS_Noyau_Org_13_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.03_PARIS_Noyau_Org_13_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.03_PARIS_Noyau_Org_14_cystic_J7_40X_8bit.tif,2024.10.03_PARIS_Noyau_Org_14_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.03_PARIS_Noyau_Org_14_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.03_PARIS_Noyau_Org_15_cystic_J7_40X_8bit.tif,2024.10.03_PARIS_Noyau_Org_15_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.03_PARIS_Noyau_Org_15_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.03_PARIS_Noyau_Org_16_cystic_J7_40X_8bit.tif,2024.10.03_PARIS_Noyau_Org_16_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.03_PARIS_Noyau_Org_16_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.03_PARIS_Noyau_Org_18_cystic_J7_40X_8bit.tif,2024.10.03_PARIS_Noyau_Org_18_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.03_PARIS_Noyau_Org_18_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.03_PARIS_Noyau_Org_19_cystic_J7_40X_8bit.tif,2024.10.03_PARIS_Noyau_Org_19_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.03_PARIS_Noyau_Org_19_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _10_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _10_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _10_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _11_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _11_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _11_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _12_cystic_J7_20X_8bit.tif,2024.10.31_PARIS_Noyau_Org _12_cystic_J7_20X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _12_cystic_J7_20X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _13_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _13_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _13_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _14_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _14_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _14_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _15_cystic_J7_20X_8bit.tif,2024.10.31_PARIS_Noyau_Org _15_cystic_J7_20X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _15_cystic_J7_20X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _16_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _16_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _16_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _17_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _17_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _17_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _18_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _18_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _18_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _19_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _19_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _19_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _1_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _1_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _1_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _20_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _20_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _20_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _2_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _2_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _2_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _3_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _3_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _3_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _4_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _4_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _4_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _5_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _5_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _5_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _6_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _6_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _6_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _7_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _7_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _7_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _8_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _8_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _8_cystic_J7_40X_8bit.tif,Paris; Noyau,2
2024.10.31_PARIS_Noyau_Org _9_cystic_J7_40X_8bit.tif,2024.10.31_PARIS_Noyau_Org _9_cystic_J7_40X_8bit.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/2024.10.31_PARIS_Noyau_Org _9_cystic_J7_40X_8bit.tif,Paris; Noyau,2
20240319_Noyau_org1.tif,20240319_Noyau_org1.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240319_Noyau_org1.tif,Noyau,1
20240319_Noyau_org2.tif,20240319_Noyau_org2.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240319_Noyau_org2.tif,Noyau,1
20240319_Noyau_org3.tif,20240319_Noyau_org3.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240319_Noyau_org3.tif,Noyau,1
20240319_Noyau_org4.tif,20240319_Noyau_org4.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240319_Noyau_org4.tif,Noyau,1
20240402_Noyau_org10.tif,20240402_Noyau_org10.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240402_Noyau_org10.tif,Noyau,1
20240402_Noyau_org5.tif,20240402_Noyau_org5.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240402_Noyau_org5.tif,Noyau,1
20240402_Noyau_org6.tif,20240402_Noyau_org6.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240402_Noyau_org6.tif,Noyau,1
20240402_Noyau_org7.tif,20240402_Noyau_org7.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240402_Noyau_org7.tif,Noyau,1
20240402_Noyau_org8.tif,20240402_Noyau_org8.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240402_Noyau_org8.tif,Noyau,1
20240402_Noyau_org9.tif,20240402_Noyau_org9.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240402_Noyau_org9.tif,Noyau,1
20240404_Noyau_org1.tif,20240404_Noyau_org1.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240404_Noyau_org1.tif,Noyau,1
20240404_Noyau_org2.tif,20240404_Noyau_org2.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240404_Noyau_org2.tif,Noyau,1
20240409_Noyau_org3.tif,20240409_Noyau_org3.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240409_Noyau_org3.tif,Noyau,1
20240409_Noyau_org4.tif,20240409_Noyau_org4.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240409_Noyau_org4.tif,Noyau,1
20240409_Noyau_org5.tif,20240409_Noyau_org5.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240409_Noyau_org5.tif,Noyau,1
20240409_Noyau_org6.tif,20240409_Noyau_org6.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240409_Noyau_org6.tif,Noyau,1
20240409_Noyau_org7.tif,20240409_Noyau_org7.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240409_Noyau_org7.tif,Noyau,1
20240409_Noyau_org8.tif,20240409_Noyau_org8.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240409_Noyau_org8.tif,Noyau,1
20240409_Noyau_org9.tif,20240409_Noyau_org9.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240409_Noyau_org9.tif,Noyau,1
20240423_Noyau_org10.tif,20240423_Noyau_org10.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240423_Noyau_org10.tif,Noyau,1
20240423_Noyau_org11.tif,20240423_Noyau_org11.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240423_Noyau_org11.tif,Noyau,1
20240423_Noyau_org12.tif,20240423_Noyau_org12.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240423_Noyau_org12.tif,Noyau,1
20240423_Noyau_org13.tif,20240423_Noyau_org13.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/20240423_Noyau_org13.tif,Noyau,1
202407_Nice_orga0.tif,202407_Nice_orga0.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/202407_Nice_orga0.tif,Nice,1
202407_Nice_orga0_0.tif,202407_Nice_orga0_0.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/202407_Nice_orga0_0.tif,Nice,1
202407_Nice_orga0_1.tif,202407_Nice_orga0_1.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/202407_Nice_orga0_1.tif,Nice,1
202407_Nice_orga0_10.tif,202407_Nice_orga0_10.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/202407_Nice_orga0_10.tif,Nice,1
202407_Nice_orga0_11.tif,202407_Nice_orga0_11.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/202407_Nice_orga0_11.tif,Nice,1
202407_Nice_orga0_12.tif,202407_Nice_orga0_12.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/202407_Nice_orga0_12.tif,Nice,1
202407_Nice_orga0_13.tif,202407_Nice_orga0_13.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/202407_Nice_orga0_13.tif,Nice,1
202407_Nice_orga0_14.tif,202407_Nice_orga0_14.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/202407_Nice_orga0_14.tif,Nice,1
202407_Nice_orga0_15.tif,202407_Nice_orga0_15.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/202407_Nice_orga0_15.tif,Nice,1
202407_Nice_orga0_16.tif,202407_Nice_orga0_16.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/202407_Nice_orga0_16.tif,Nice,1
202407_Nice_orga0_17.tif,202407_Nice_orga0_17.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/202407_Nice_orga0_17.tif,Nice,1
202407_Nice_orga0_18.tif,202407_Nice_orga0_18.tif,/Volumes/LaCie/Organoids/Noyaux/Cystiques/202407_Nice_orga0_18.tif,Nice,1
